APP_Libelle_activite_etablissement,APP_Libelle_etablissement,Adresse_2_UA,Code_postal,Libelle_commune,Libelle_commune_2,Date_inspection,Synthese_eval_sanit,Agrement,geores,Adresse_2_UA_2,filtre,Numero_inspection,SIRET
Restaurants,HOTEL BEST WESTERN LE MONTMARTRE SAINT-PIERRE,10 RUE DE CLIGNANCOURT,75018,Paris 18e  Arrondissement,Paris 18e  Arrondissement,2023-12-08T01:00:00+01:00,Satisfaisant,,"48.884459,2.347266",10 RUE DE CLIGNANCOURT,Restaurants,23-112203-1,37840624300048
Restaurants,ESCANDE JEAN PIERRE,204 port,6230,Saint-Jean-Cap-Ferrat,Saint-Jean-Cap-Ferrat,2024-06-21T02:00:00+02:00,Satisfaisant,,"43.688408,7.334701",204 port,Restaurants,24-053096-1,37841179700012
Restauration collective,VACANCES ULVF,PELVEZIE,24590,Saint-Geniès,Saint-Geniès,2024-07-11T02:00:00+02:00,A améliorer,,"44.971192,1.2364",PELVEZIE,Restauration collective,24-063581-1,37843341100113
Boucherie-Charcuterie,CAPDEVIEILLE FRANCOISE,"2, place Julien RIGAUD",7700,Bourg-Saint-Andéol,Bourg-Saint-Andéol,2023-12-12T01:00:00+01:00,Satisfaisant,,"44.371085,4.645707","2, place Julien RIGAUD",Métiers de bouche,23-019636-1,37844672800024
Métier de bouche,FEDERATION DE LA DORDOGNE,chemin de hallage,24000,Périgueux,Périgueux,2024-03-07T01:00:00+01:00,Satisfaisant,,"45.177406,0.709235",chemin de hallage,Métiers de bouche,23-111032-1,37847582600012
Restauration collective,ASS CRECHE GAN ESTHER,14 RUE DE THIONVILLE,75019,Paris 19e  Arrondissement,Paris 19e  Arrondissement,2024-05-22T02:00:00+02:00,Satisfaisant,,"48.888485,2.38192",14 RUE DE THIONVILLE,Restauration collective,24-037315-1,37848041200014
Chaîne d'abattage de volaille/lagomorphe/petit gibier,GAEC DU MONTEIL,Le Monteil,43300,Mazeyrat-d'Allier,Mazeyrat-d'Allier,2023-10-10T02:00:00+02:00,Satisfaisant,,"45.124922,3.48604",Le Monteil,,23-082538-1,37849592300013
Libre service,HERNANDEZ BRUNO,IMPASSE DE LA FALAISE,44740,Batz-sur-Mer,Batz-sur-Mer,2024-03-26T01:00:00+01:00,Satisfaisant,,"47.276785,-2.491479",IMPASSE DE LA FALAISE,Supermarchés/alimentation générale,24-021359-1,37854169200018
Restaurants,DOMAINE DE SAINT CLAIR,DOMAINE DU GOLF SAINT CLAIR,7430,Saint-Clair,Saint-Clair,2023-11-28T01:00:00+01:00,Satisfaisant,,"45.271514,4.688148",DOMAINE DU GOLF SAINT CLAIR,Restaurants,23-019554-1,37856100500018
Restaurants,SAVEURS D'ORIENT,16 rue d'Orée,72800,Le Lude,Le Lude,2024-02-22T01:00:00+01:00,Satisfaisant,,"47.646388,0.15739",16 rue d'Orée,Restaurants,24-011962-1,37858418900054
Restauration collective,MA REVERDY,RN7- Les Chassis,26600,La Roche-de-Glun,La Roche-de-Glun,2023-08-24T02:00:00+02:00,Très satisfaisant,26271200,"45.03693,4.874403",RN7- Les Chassis,Restauration collective,23-066221-1,37858942800010
Restaurants,LE FEU DE BRAISE,14 rue Albert Briand,97500,Saint-Pierre,Saint-Pierre,2023-11-16T01:00:00+01:00,Satisfaisant,,"46.780071,-56.173415",14 rue Albert Briand,Restaurants,23-097323-1,37861784900013
Restauration collective,ASS LES FRIPOUNETS DU LAMENTIN,"75, lotissement Place d'Armes",97232,Le Lamentin,Le Lamentin,2024-06-26T02:00:00+02:00,Très satisfaisant,,"14.61829,-60.991511","75, lotissement Place d'Armes",Restauration collective,24-056057-1,37861810200016
Restaurants,REFUGE DES ETANGS DE BASSIES,RUE D ALBRET,9000,Arabaux,Arabaux,2023-08-11T02:00:00+02:00,Très satisfaisant,,"42.964768,1.606954",RUE D ALBRET,Restaurants,23-011962-1,37861997700010
Restaurants,LE KIOSQUE A MALICES,ESPLANADE CHARLES DE GAULLE,34000,Montpellier,Montpellier,2024-05-23T02:00:00+02:00,Satisfaisant,,"43.612713,3.881437",ESPLANADE CHARLES DE GAULLE,Restaurants,24-039022-1,37862618800015
Restaurants,LE CARLOTTA,16 QUAI VENDEUVRE,14000,Caen,Caen,2023-09-29T02:00:00+02:00,Satisfaisant,,"49.183346,-0.356623",16 QUAI VENDEUVRE,Restaurants,23-078615-1,37864466000011
Entreposage de distribution de denrées alimentaires,INDIA FRANCE,12 RUE DES MERISIERS,68920,Wettolsheim,Wettolsheim,2024-03-21T01:00:00+01:00,Satisfaisant,,"48.052855,7.334814",12 RUE DES MERISIERS,,23-111222-1,37865756300037
Restaurants,BOWLING COLMAR LOISIRS,11 RUE CURIE,68000,Colmar,Colmar,2023-09-21T02:00:00+02:00,Satisfaisant,,"48.107812,7.372689",11 RUE CURIE,Restaurants,23-038434-1,37870280700033
Restaurants,PAPILLES & BOUCHONS,"50, Rue Moyenne",18000,Bourges,Bourges,2024-07-10T02:00:00+02:00,Très satisfaisant,,"47.081285,2.397797","50, Rue Moyenne",Restaurants,24-062531-1,37870534700011
Restaurants,CHATEAU LES REYNATS,"15, Avenue des Reynats",24650,Chancelade,Chancelade,2024-06-17T02:00:00+02:00,Satisfaisant,,"45.203368,0.667896","15, Avenue des Reynats",Restaurants,24-054026-1,37872124500017
Restaurants,PIZZA CAPRI,95 AVENUE JEAN JAURES,75019,Paris 19e  Arrondissement,Paris 19e  Arrondissement,2023-11-22T01:00:00+01:00,Très satisfaisant,,"48.88553,2.380072",95 AVENUE JEAN JAURES,Restaurants,23-111866-1,37873291100011
Restaurants,RESTAURANT DE LA LOIRE,69 PL PAUL DOUMER,42210,Montrond-les-Bains,Montrond-les-Bains,2023-12-20T01:00:00+01:00,Très satisfaisant,,"45.643417,4.228408",69 PL PAUL DOUMER,Restaurants,23-005327-1,37874728100038
Transformation de lait ou produits laitiers,GAEC LA TOUR,Curninges,74500,Féternes,Féternes,2023-09-19T02:00:00+02:00,Satisfaisant,74127453,"46.355689,6.571875",Curninges,,23-075060-1,37875352900015
"VH, VSM, préparation viandes boucherie",SALAISONS GRITTI,5 AV MONTMARTIN,69960,Corbas,Corbas,2024-06-13T02:00:00+02:00,Très satisfaisant,69273026,"45.67214,4.921558",5 AV MONTMARTIN,,24-060730-1,37878325200026
Transformation de produits carnés,SALAISONS GRITTI,5 AV MONTMARTIN,69960,Corbas,Corbas,2024-06-13T02:00:00+02:00,Très satisfaisant,69273026,"45.67214,4.921558",5 AV MONTMARTIN,,24-060732-1,37878325200026
Découpe de viande de boucherie,LA FERME DU LAURAGAIS,Avenue de Castelnaudary,31250,Revel,Revel,2024-03-05T01:00:00+01:00,Satisfaisant,31451002,"43.455442,1.998025",Avenue de Castelnaudary,,24-015656-1,37879482000050
Boucherie-Charcuterie,LA FERME DU LAURAGAIS,Avenue de Castelnaudary,31250,Revel,Revel,2024-03-05T01:00:00+01:00,Satisfaisant,,"43.455442,1.998025",Avenue de Castelnaudary,Métiers de bouche,24-026498-1,37879482000050
Entreposage non spécialisé de denrées alimentaires,LA FERME DU LAURAGAIS,Avenue de Castelnaudary,31250,Revel,Revel,2024-03-05T01:00:00+01:00,Satisfaisant,31451002,"43.455442,1.998025",Avenue de Castelnaudary,,24-026513-1,37879482000050
"VH, VSM, préparation viandes boucherie",LA FERME DU LAURAGAIS,Avenue de Castelnaudary,31250,Revel,Revel,2024-03-05T01:00:00+01:00,Satisfaisant,31451002,"43.455442,1.998025",Avenue de Castelnaudary,,24-026523-1,37879482000050
Transformation de produits carnés,L'ATELIER DE LA FERME,L'ATELIER DE LA FERME,31250,Revel,Revel,2024-05-31T02:00:00+02:00,Satisfaisant,31451001,,L'ATELIER DE LA FERME,,24-042476-1,37879482000076
Restaurants,LES CHEVALIERS,"3, Petite Place Carnot",21200,Beaune,Beaune,2024-03-20T01:00:00+01:00,Satisfaisant,,"47.022818,4.839132","3, Petite Place Carnot",Restaurants,24-055299-1,37879860700016
Transformation de lait ou produits laitiers,GAEC DU MONT FOSSE,Servion,8150,Rouvroy-sur-Audry,Rouvroy-sur-Audry,2023-10-12T02:00:00+02:00,Très satisfaisant,08370008,"49.785866,4.498763",Servion,,23-083654-1,37880474400035
Restaurants,MONTERO ORESTE,33 PLACE JEAN JAURES,10000,Troyes,Troyes,2024-03-04T01:00:00+01:00,Satisfaisant,,"48.294542,4.070509",33 PLACE JEAN JAURES,Restaurants,24-007148-1,37880573300011
Transformation de produits carnés,CHARCUTERIE DES 3 RIVIERES,Parc d'Activité des 4 Routes,35390,Grand-Fougeray,Grand-Fougeray,2023-09-18T02:00:00+02:00,Satisfaisant,35124009,"47.744213,-1.719609",Parc d'Activité des 4 Routes,,23-077914-1,37880780400034
"VH, VSM, préparation viandes boucherie",CHARCUTERIE DES 3 RIVIERES,Parc d'Activité des 4 Routes,35390,Grand-Fougeray,Grand-Fougeray,2023-09-18T02:00:00+02:00,Satisfaisant,35124009,"47.744213,-1.719609",Parc d'Activité des 4 Routes,,23-086712-1,37880780400034
Boulangerie-Pâtisserie,FABRE PHILIPPE,25 RUE DE LA PROMENADE,11170,Alzonne,Alzonne,2024-07-22T02:00:00+02:00,Satisfaisant,,"43.253803,2.177724",25 RUE DE LA PROMENADE,Métiers de bouche,24-068073-1,37883547400016
Restaurants,ARTY PARIS HOTEL & HOSTEL,"62, rue des Moriillons",75015,Paris 15e  Arrondissement,Paris 15e  Arrondissement,2024-03-22T01:00:00+01:00,Très satisfaisant,,"48.849087,2.299553","62, rue des Moriillons",Restaurants,24-020588-1,37883776900017
Restaurants,VENDOME OPERA HOTEL,11 BIS RUE DE L ARCADE,75008,Paris 8e  Arrondissement,Paris 8e  Arrondissement,2023-10-17T02:00:00+02:00,Satisfaisant,,"48.871833,2.32358",11 BIS RUE DE L ARCADE,Restaurants,23-084629-1,37884154800027
Centre d'emballage des oeufs,MAISONNETTES (GAEC DES),Le Ponteil,43500,Boisset,Boisset,2024-02-29T01:00:00+01:00,Satisfaisant,43034002,"45.323533,3.983853",Le Ponteil,,24-013794-1,37888131200011
Boulangerie-Pâtisserie,PAUPY ALIETTE,18 RUE MAL DE LATTRE DE TASSIGNY,2150,Sissonne,Sissonne,2024-08-01T02:00:00+02:00,Très satisfaisant,,"49.572969,3.891033",18 RUE MAL DE LATTRE DE TASSIGNY,Métiers de bouche,24-076956-1,37890496500027
Restaurants,CADJEE RABIA,BAR A 4,97430,Le Tampon,Le Tampon,2023-10-10T02:00:00+02:00,Satisfaisant,,,BAR A 4,Restaurants,23-082174-1,37891808000011
Restauration collective,SYNDICAT DES COPROPRIETAIRES DES HESPERIDES DU ROY RENE,"18, Boulevard du Roi René",13100,Aix-en-Provence,Aix-en-Provence,2023-10-17T02:00:00+02:00,Très satisfaisant,,"43.523914,5.449233","18, Boulevard du Roi René",Restauration collective,23-084407-1,37891924500019
Restauration collective,EHPAD DU BOURG,3  rue   LOUIS PASTEUR,33127,Martignas-sur-Jalle,Martignas-sur-Jalle,2023-12-19T01:00:00+01:00,Satisfaisant,,"44.838077,-0.776616",3  rue   LOUIS PASTEUR,Restauration collective,23-014888-1,37892935000015
Producteurs fermiers,EARL COMPERE Gery,5 rue de Péronne,80200,Bussu,Bussu,2024-07-16T02:00:00+02:00,Très satisfaisant,,"49.945954,2.97559",5 rue de Péronne,Producteurs fermiers,24-066643-1,37893977100010
Transformation de lait ou produits laitiers,EARL COMPERE Gery,5 rue de Péronne,80200,Bussu,Bussu,2024-07-16T02:00:00+02:00,Très satisfaisant,80154400,"49.945954,2.97559",5 rue de Péronne,,24-066715-1,37893977100010
Purification/Expédition de coquillages,COOPERATIVE DES PRODUCTEURS D'HUITRES DE L'ILE DE NOIRMOUTIER,LA NOUVELLE BRILLE,85680,La Guérinière,La Guérinière,2023-12-05T01:00:00+01:00,Satisfaisant,85106502,"46.971597,-2.220531",LA NOUVELLE BRILLE,,23-099868-1,37894758400025
Restaurants,NEW SAIGON,33  AVENUE DE LA PORTE DE CHOISY,75013,Paris 13e  Arrondissement,Paris 13e  Arrondissement,2024-02-28T01:00:00+01:00,Satisfaisant,,"48.819531,2.364886",33  AVENUE DE LA PORTE DE CHOISY,Restaurants,24-013535-1,37898013000017
Restaurants,LE BISTRO DES FLEURS,73 rue carnot,27200,Vernon,Vernon,2024-02-13T01:00:00+01:00,Satisfaisant,,"49.094405,1.485018",73 rue carnot,Restaurants,24-050974-1,37898342300013
Traiteur|Boucherie-Charcuterie,SARL MAISON SOUX,150,11370,Leucate,Leucate,2024-06-13T02:00:00+02:00,Satisfaisant,,"42.849526,3.035723",150,Métiers de bouche,24-050883-1,37898649100017
Transformation de lait ou produits laitiers,GAEC RECONNU SAINT-SAUVEUR,LA COUTUSSIERE,41190,Santenay,Santenay,2024-01-18T01:00:00+01:00,Très satisfaisant,41234001,"47.555266,1.123746",LA COUTUSSIERE,,24-007612-1,37899016200018
Producteurs fermiers,GAEC RECONNU SAINT-SAUVEUR,LA COUTUSSIERE,41190,Santenay,Santenay,2024-01-18T01:00:00+01:00,Très satisfaisant,,"47.555266,1.123746",LA COUTUSSIERE,Producteurs fermiers,24-007617-1,37899016200018
Producteurs fermiers,GAEC RECONNU SAINT-SAUVEUR,LA COUTUSSIERE,41190,Santenay,Santenay,2024-01-18T01:00:00+01:00,Très satisfaisant,,"47.555266,1.123746",LA COUTUSSIERE,Producteurs fermiers,24-007622-1,37899016200018
Transformation de lait ou produits laitiers,GAEC DE DONNADIEU,La Prunayre,63850,Espinchal,Espinchal,2023-09-07T02:00:00+02:00,Très satisfaisant,63153002,"45.407114,2.828231",La Prunayre,,23-004118-1,37899138400025
Restaurants,LE CANARD SUR LE TOIT,"58, route de La Salvetat",31770,Colomiers,Colomiers,2023-08-29T02:00:00+02:00,Satisfaisant,,"43.60295,1.30225","58, route de La Salvetat",Restaurants,23-068047-1,37899487500029
Transformation de lait ou produits laitiers,GAEC DES OUSTAGES,ND,15270,Champs-sur-Tarentaine-Marchal,Champs-sur-Tarentaine-Marchal,2023-10-13T02:00:00+02:00,Très satisfaisant,15115085,"45.410435,2.608259",ND,,23-081818-1,37900957400011
Restaurants,LE CLAPOTIS,10 BOULEVARD PAUL DOUMER,37550,Saint-Avertin,Saint-Avertin,2024-06-13T02:00:00+02:00,Satisfaisant,,"47.36849,0.727645",10 BOULEVARD PAUL DOUMER,Restaurants,24-060790-1,37901871600017
Restaurants,ACHOTEL SARL,32 RUE LOUIS CALMEL,92230,Gennevilliers,Gennevilliers,2024-03-06T01:00:00+01:00,Satisfaisant,,"48.925828,2.29089",32 RUE LOUIS CALMEL,Restaurants,24-016300-1,37901924300037
Boulangerie-Pâtisserie,SOPHIE LEBREUILLY,111 RUE DE METZ,62520,Le Touquet-Paris-Plage,Le Touquet-Paris-Plage,2024-07-09T02:00:00+02:00,Très satisfaisant,,"50.521731,1.583911",111 RUE DE METZ,Métiers de bouche,24-061779-1,37902070400118
Transformation de produits carnés,EARL DE L OUSSERE,22 r Pré du Roy,64530,Barzun,Barzun,2024-06-03T02:00:00+02:00,Très satisfaisant,64097001,"43.209245,-0.127793",22 r Pré du Roy,,24-053102-1,37903550400016
Restauration collective,FRAMATOME,2 RUE PROFESSEUR JEAN BERNARD,69007,Lyon 7e  Arrondissement,Lyon 7e  Arrondissement,2024-01-30T01:00:00+01:00,Satisfaisant,,"45.722627,4.842821",2 RUE PROFESSEUR JEAN BERNARD,Restauration collective,24-006391-1,37904139500185
Restauration collective,ASSOC GESTION CENTRE SOCIAL HEBERG 3 AGE,1 rue du suquet,81330,Vabre,Vabre,2024-02-23T01:00:00+01:00,Satisfaisant,,"43.69303,2.42426",1 rue du suquet,Restauration collective,24-012161-1,37905777100014
Rayon poissonnerie|Rayon fromagerie|Rayon boucherie-charcuterie,SUPER U,"38,ter Avenue Pasteur",42152,L'Horme,L'Horme,2024-06-26T02:00:00+02:00,Très satisfaisant,,"45.483492,4.533978","38,ter Avenue Pasteur",Supermarchés/alimentation générale,24-004366-1,37905914000010
Découpe de fromages,LODIFRAIS,Rue Pierre Mendes-France,33305,Lormont,Lormont,2023-12-04T01:00:00+01:00,Satisfaisant,33249001,,Rue Pierre Mendes-France,,23-014323-1,37906202900028
Fromagerie,CREMERIE MODERNE,2 RUE TRAVERSIERE,59240,Dunkerque,Dunkerque,2024-03-26T01:00:00+01:00,Satisfaisant,,"51.046651,2.393843",2 RUE TRAVERSIERE,Métiers de bouche,24-059537-1,37911087700030
Purification/Expédition de coquillages,EARL MYTILICOLE CREPIEUX - BLANCHARD,Bon Abri,22120,Hillion,Hillion,2023-08-22T02:00:00+02:00,Satisfaisant,22081011,"48.51978,-2.651642",Bon Abri,,23-065249-1,37911931600014
Entreposage de distribution de denrées alimentaires,AFRETAIR,18 RUE DES OLIVIERS,94320,Thiais,Thiais,2024-03-26T01:00:00+01:00,Satisfaisant,,"48.751167,2.382388",18 RUE DES OLIVIERS,,24-021243-1,37913249100083
Rayon poissonnerie,INTERMARCHE,LD  LES BOULBENES,31810,Venerque,Venerque,2024-03-24T01:00:00+01:00,Très satisfaisant,,"43.426555,1.45408",LD  LES BOULBENES,Supermarchés/alimentation générale,24-039243-1,37918117500017
Boulangerie-Pâtisserie,LA CORNIOTTE,"18, rue du guidon",71500,Louhans,Louhans,2024-02-13T01:00:00+01:00,Très satisfaisant,,"46.633767,5.216842","18, rue du guidon",Métiers de bouche,24-046483-1,37919827800028
Restaurants,TCHELLO,9 RUE LORD BYRON,75008,Paris 8e  Arrondissement,Paris 8e  Arrondissement,2024-05-28T02:00:00+02:00,Très satisfaisant,,"48.873079,2.300458",9 RUE LORD BYRON,Restaurants,24-040429-1,37924560800011
Boulangerie-Pâtisserie,CHEZ BOL,,1270,Villemotier,Villemotier,2024-02-22T01:00:00+01:00,Satisfaisant,,"46.337908,5.318107",,Métiers de bouche,24-011973-1,37925655500010
Alimentation générale|Boulangerie-Pâtisserie,LE PETIT COLIGNOIS,115 GRANDE RUE,1270,Coligny,Coligny,2024-03-19T01:00:00+01:00,Satisfaisant,,"46.381695,5.34491",115 GRANDE RUE,Supermarchés/alimentation générale,24-019272-1,37925655500028
Transformation de produits carnés,S.A.S,P.A.E de la Filière,74370,Villaz,Villaz,2023-10-26T02:00:00+02:00,Très satisfaisant,74303001,"45.954782,6.17325",P.A.E de la Filière,,23-088424-1,37926432800012
Transformation de produits carnés,SALAISONS ARTISANALES DE SAVOIE,211 B RTE DE VILLAZ,74370,Argonay,Argonay,2023-10-27T02:00:00+02:00,Très satisfaisant,74303002,"45.956899,6.165916",211 B RTE DE VILLAZ,,23-088295-1,37926432800020
Restaurants,AUBINEAU NATHALIE,71 AV LOUIS GALLOUEDEC,45400,Fleury-les-Aubrais,Fleury-les-Aubrais,2024-03-21T01:00:00+01:00,Satisfaisant,,"47.939354,1.941258",71 AV LOUIS GALLOUEDEC,Restaurants,24-063957-1,37926506900037
Restauration collective,ASS AIDE MOI A FAIRE SEUL,87 RUE DE SEVRES,92100,Boulogne-Billancourt,Boulogne-Billancourt,2023-09-07T02:00:00+02:00,Satisfaisant,,"48.83249,2.229467",87 RUE DE SEVRES,Restauration collective,23-070520-1,37926530900011
Transformation de produits carnés,CONRAD,2 R DE NOTHALTEN,67680,Epfig,Epfig,2023-09-22T02:00:00+02:00,Satisfaisant,67125003,"48.360922,7.447412",2 R DE NOTHALTEN,,23-077482-1,37928502600017
Restaurants,KOK,129 BIS AVENUE DE  CHOISY,75013,Paris 13e  Arrondissement,Paris 13e  Arrondissement,2024-07-16T02:00:00+02:00,Satisfaisant,,"48.826581,2.359386",129 BIS AVENUE DE  CHOISY,Restaurants,24-065293-1,37929109900024
Chaîne d'abattage de volaille/lagomorphe/petit gibier,SAS LE PLENIER BOSCHER,ZA de Guergadic,22530,Guerlédan,Guerlédan,2023-10-09T02:00:00+02:00,Très satisfaisant,22158026,"48.204361,-2.940821",ZA de Guergadic,,23-082199-1,37931308300022
Restauration collective,CRECHE PARENTALE  LE BLE EN HERBE,30 RUE GEORGES BOISSEAU,92110,Clichy,Clichy,2024-05-22T02:00:00+02:00,Satisfaisant,,"48.904855,2.315924",30 RUE GEORGES BOISSEAU,Restauration collective,24-037363-1,37931597100026
Mareyage et préparation de produits de la pêche,MAREYAGE HENNEQUIN,21 CENTRE DE MAREE,85100,Les Sables-d'Olonne,Les Sables-d'Olonne,2023-11-15T01:00:00+01:00,Très satisfaisant,85194020,"46.510175,-1.80482",21 CENTRE DE MAREE,,23-087542-1,37931711800022
Restaurants,AUBERGE LES FONTILLES,LE BOURG,15170,Coltines,Coltines,2024-05-06T02:00:00+02:00,Très satisfaisant,,"45.092986,2.988319",LE BOURG,Restaurants,24-033395-1,37931906400059
Producteurs fermiers,GAEC DU DOURDOU,Saint Félix du Dourdou,12400,Calmels-et-le-Viala,Calmels-et-le-Viala,2024-05-15T02:00:00+02:00,Très satisfaisant,,"43.956655,2.738135",Saint Félix du Dourdou,Producteurs fermiers,24-035880-1,37932479100019
Centre d'emballage des oeufs,LA MAISON DES BONS OEUFS,Les Gouttes,69510,Rontalon,Rontalon,2024-03-22T01:00:00+01:00,Très satisfaisant,69170001,"45.649233,4.61958",Les Gouttes,,24-022507-1,37933556500014
Transformation de produits carnés,CREPERIE COLAS,Parc d'activités de Rocomps,35410,Châteaugiron,Châteaugiron,2024-06-14T02:00:00+02:00,Satisfaisant,35069015,"48.056167,-1.450785",Parc d'activités de Rocomps,,24-049054-1,37933780100037
Transformation de lait ou produits laitiers,ECOLONIE CENTRE ECOLOGIQUE INTERNATIONAL,1 THIETRY,88260,Hennezel,Hennezel,2023-08-25T02:00:00+02:00,Très satisfaisant,88238005,"48.05067,6.104776",1 THIETRY,,23-067310-1,37934052400014
Métier de bouche,BOULANGERIE DE LA HALLE,"4, place de la Halle",51120,Sézanne,Sézanne,2024-03-19T01:00:00+01:00,Satisfaisant,,"48.7238,3.72373","4, place de la Halle",Métiers de bouche,24-022370-1,37934053200033
Restauration collective,VAL FLEURI,14 - 18 RUE DE LA BERSILIERE,41400,Saint-Georges-sur-Cher,Saint-Georges-sur-Cher,2023-12-13T01:00:00+01:00,Satisfaisant,,"47.325064,1.132354",14 - 18 RUE DE LA BERSILIERE,Restauration collective,23-105656-1,37938310200025
Mareyage et préparation de produits de la pêche,MOWI BOULOGNE,3 RUE LEON CALON,62200,Boulogne-sur-Mer,Boulogne-sur-Mer,2024-06-21T02:00:00+02:00,Satisfaisant,62160729,"50.729361,1.584691",3 RUE LEON CALON,,24-053071-1,37939484400037
Mareyage et préparation de produits de la pêche,MOWI BOULOGNE,3 RUE LEON CALON,62200,Boulogne-sur-Mer,Boulogne-sur-Mer,2024-06-26T02:00:00+02:00,Satisfaisant,62160729,"50.729361,1.584691",3 RUE LEON CALON,,24-067324-1,37939484400037
Transformation de produits de la pêche,MOWI BOULOGNE,3 RUE LEON CALON,62200,Boulogne-sur-Mer,Boulogne-sur-Mer,2024-06-26T02:00:00+02:00,Satisfaisant,62160729,"50.729361,1.584691",3 RUE LEON CALON,,24-067324-2,37939484400037
Transformation de produits de la pêche,MOWI BOULOGNE,3 RUE LEON CALON,62200,Boulogne-sur-Mer,Boulogne-sur-Mer,2024-06-26T02:00:00+02:00,Satisfaisant,,"50.729361,1.584691",3 RUE LEON CALON,,24-067324-3,37939484400037
Transformation de produits de la pêche,MOWI BOULOGNE,3 RUE LEON CALON,62200,Boulogne-sur-Mer,Boulogne-sur-Mer,2024-06-26T02:00:00+02:00,Satisfaisant,62160729,"50.729361,1.584691",3 RUE LEON CALON,,24-067324-4,37939484400037
Restaurants,SOCIETE HOTELIERE DU SUBDRAY,RTE DE CHATEAUROUX,18570,Le Subdray,Le Subdray,2023-12-11T01:00:00+01:00,Satisfaisant,,"47.046342,2.319905",RTE DE CHATEAUROUX,Restaurants,23-102676-1,37939660900040
Alimentation générale|Boulangerie-Pâtisserie,LARTIGUE PATRICE,,40240,Créon-d'Armagnac,Créon-d'Armagnac,2024-05-30T02:00:00+02:00,A améliorer,,"43.991577,-0.103548",,Supermarchés/alimentation générale,24-042687-1,37941082200017
Transformation de lait ou produits laitiers,GAEC LA FERME DE SERAUSSAIX,9609 ROUTE D AVORIAZ,74110,Morzine,Morzine,2024-02-05T01:00:00+01:00,Satisfaisant,74191049,"46.197714,6.745336",9609 ROUTE D AVORIAZ,,24-007412-1,37941941900021
Producteurs fermiers,GAEC LA FERME DE SERAUSSAIX,9609 ROUTE D AVORIAZ,74110,Morzine,Morzine,2024-02-05T01:00:00+01:00,Satisfaisant,,"46.197714,6.745336",9609 ROUTE D AVORIAZ,Producteurs fermiers,24-007420-1,37941941900021
